Date,Close,Return,Direction,vader_neg,vader_neu,vader_pos,vader_compound,n_posts,return_lag_1,return_lag_2,return_lag_3,vader_compound_lag_1,vader_compound_lag_2,vader_compound_lag_3,vader_compound_rolling_3,vader_compound_rolling_7,n_posts_log,return_rolling_3,return_rolling_7,volatility_7,fng_value,fng_lag_1,fng_lag_2,fng_lag_3,fng_rolling_3,fng_rolling_7
2020-02-01,9392.875,0.4528695839619789,0,0.0682,0.8117,0.1201,0.0565,311,-1.6664631518128026,2.064730312029206,-0.4483577295090302,0.0388,0.0092,-0.003,0.0348333333333333,0.0118857142857142,5.7430031878094825,0.2837122480594614,1.6881135075898026,2.3668169633769875,57,55.0,57.0,57.0,56.333333333333336,53.142857142857146
2020-02-02,9344.365234375,-0.516452796667688,0,0.069,0.8487,0.0823,0.0088,334,0.4528695839619789,-1.6664631518128026,2.064730312029206,0.0565,0.0388,0.0092,0.0347,0.0114857142857142,5.814130531825066,-0.5766821215061699,1.223412331819903,2.4447357302723844,57,57.0,55.0,57.0,56.333333333333336,55.285714285714285
2020-02-03,9293.521484375,-0.5441113304621492,0,0.063,0.841,0.096,0.0334,725,-0.516452796667688,0.4528695839619789,-1.6664631518128026,0.0088,0.0565,0.0388,0.0329,0.0191142857142857,6.587550014824796,-0.2025648477226188,0.6255747218126065,2.259761683861306,59,57.0,57.0,55.0,57.666666666666664,56.57142857142857
2020-02-04,9180.962890625,-1.2111511652417528,1,0.0655,0.8236,0.1102,0.057,1460,-0.5441113304621492,-0.516452796667688,0.4528695839619789,0.0334,0.0088,0.0565,0.0330666666666666,0.0286714285714285,7.2868764117507,-0.7572384307905294,-0.2669908968146056,1.2231792601500269,56,59.0,57.0,57.0,57.333333333333336,56.857142857142854
2020-02-05,9613.423828125,4.710409383547343,1,0.0762,0.827,0.0951,0.0269,1196,-1.2111511652417528,-0.5441113304621492,-0.516452796667688,0.057,0.0334,0.0088,0.0391,0.0329428571428571,7.087573705557973,0.9850489626144808,0.469975833622019,2.2329645804520144,53,56.0,59.0,57.0,56.0,56.285714285714285
2020-02-06,9729.8017578125,1.2105773319493585,1,0.0636,0.8577,0.0776,0.0258,963,4.710409383547343,-1.2111511652417528,-0.5441113304621492,0.0269,0.057,0.0334,0.0365666666666666,0.0353142857142857,6.871091294610546,1.569945183418317,0.3479539793248979,2.153207232160188,61,53.0,56.0,59.0,56.666666666666664,56.857142857142854
2020-02-07,9795.943359375,0.6797836503646293,1,0.0614,0.8441,0.0945,0.0414,865,1.2105773319493585,4.710409383547343,-1.2111511652417528,0.0258,0.0269,0.057,0.0313666666666666,0.0356857142857142,6.763884908562435,2.200256788620444,0.6831320939216738,1.9614464170007448,56,61.0,53.0,56.0,56.666666666666664,57.0
2020-02-08,9865.119140625,0.7061676319697785,1,0.072,0.8374,0.0884,0.0149,453,0.6797836503646293,1.2105773319493585,4.710409383547343,0.0414,0.0258,0.0269,0.0273666666666666,0.0297428571428571,6.118097198041348,0.8655095380945893,0.7193175293513596,1.958825174815674,56,56.0,61.0,53.0,57.666666666666664,56.857142857142854
2020-02-09,10116.673828125,2.549940694219166,0,0.0631,0.8343,0.1026,0.0619,371,0.7061676319697785,0.6797836503646293,1.2105773319493585,0.0149,0.0414,0.0258,0.0394,0.0373285714285714,5.918893854273146,1.3119639921845252,1.1573737423351955,1.979173924726136,56,56.0,56.0,61.0,56.0,56.714285714285715
2020-02-10,9856.611328125,-2.5706324471686526,1,0.0545,0.8426,0.1029,0.064,749,2.549940694219166,0.7061676319697785,0.6797836503646293,0.0619,0.0149,0.0414,0.0469333333333333,0.0417,6.620073206530356,0.2284919596734312,0.8678707256628382,2.3776413825920426,57,56.0,56.0,56.0,56.333333333333336,56.42857142857143
2020-02-11,10208.236328125,3.5674025108068053,1,0.0568,0.8497,0.0934,0.0463,1091,-2.5706324471686526,2.549940694219166,0.7061676319697785,0.064,0.0619,0.0149,0.0574,0.0401714285714285,6.9957661563048505,1.1822369192857736,1.5505212508126325,2.367211049773419,52,57.0,56.0,56.0,55.0,55.857142857142854
2020-02-12,10326.0546875,1.1541499979814906,0,0.0567,0.8491,0.0943,0.0462,1095,3.5674025108068053,-2.5706324471686526,2.549940694219166,0.0463,0.064,0.0619,0.0521666666666666,0.0429285714285714,6.999422467507961,0.716973353873215,1.0424841957317963,1.914316002229128,61,52.0,57.0,56.0,56.666666666666664,57.0
2020-02-13,10214.3798828125,-1.0814856987217514,1,0.0644,0.8295,0.1061,0.0486,913,1.1541499979814906,3.5674025108068053,-2.5706324471686526,0.0462,0.0463,0.064,0.0470333333333333,0.0461857142857142,6.81783057145415,1.2133556033555155,0.7150466199216378,2.0704315084090394,65,61.0,52.0,57.0,59.333333333333336,57.57142857142857
2020-02-14,10312.1162109375,0.9568503349817404,0,0.0654,0.831,0.1036,0.05,943,-1.0814856987217514,1.1541499979814906,3.5674025108068053,0.0486,0.0462,0.0463,0.0482666666666666,0.0474142857142857,6.8501261661455,0.3431715447471604,0.7546275748669393,2.07229256226495,63,65.0,61.0,52.0,63.0,58.57142857142857
2020-02-15,9889.4248046875,-4.09897830477971,1,0.045,0.8575,0.0976,0.0762,380,0.9568503349817404,-1.0814856987217514,1.1541499979814906,0.05,0.0486,0.0462,0.0582666666666666,0.0561714285714285,5.942799375126701,-1.4078712228399064,0.0681781553312981,2.769567680208141,64,63.0,65.0,61.0,64.0,59.714285714285715
2020-02-16,9934.43359375,0.4551203932625647,0,0.0526,0.8582,0.0892,0.0482,323,-4.09897830477971,0.9568503349817404,-1.0814856987217514,0.0762,0.05,0.0486,0.0581333333333333,0.0542142857142857,5.780743515792329,-0.8956691921784676,-0.231081887662502,2.562118712909967,59,64.0,63.0,65.0,62.0,60.142857142857146
2020-02-17,9690.142578125,-2.459033152918644,1,0.06,0.8488,0.0912,0.0192,479,0.4551203932625647,-4.09897830477971,0.9568503349817404,0.0482,0.0762,0.05,0.0478666666666666,0.0478142857142857,6.173786103901937,-2.034297021478596,-0.2151391313410722,2.545427423629071,49,59.0,64.0,63.0,57.333333333333336,59.0
2020-02-18,10141.99609375,4.66302236506857,0,0.0602,0.8571,0.0827,0.0303,1030,-2.459033152918644,0.4551203932625647,-4.09897830477971,0.0192,0.0482,0.0762,0.0325666666666666,0.0455285714285714,6.93828448401696,0.8863698684708309,-0.0586220093036773,2.834094789576038,53,49.0,59.0,64.0,53.666666666666664,59.142857142857146
2020-02-19,9633.38671875,-5.014884351152826,0,0.052,0.8598,0.0875,0.0524,1304,4.66302236506857,-2.459033152918644,0.4551203932625647,0.0303,0.0192,0.0482,0.0339666666666666,0.0464142857142857,7.173958319756794,-0.9369650463342994,-0.9399126306085798,3.312842887988853,50,53.0,49.0,59.0,50.666666666666664,57.57142857142857
2020-02-20,9608.4755859375,-0.2585916411308786,1,0.0609,0.8604,0.0787,0.0226,1694,-5.014884351152826,4.66302236506857,-2.459033152918644,0.0524,0.0303,0.0192,0.0351,0.0427,7.43543801981455,-0.2034845424050443,-0.8223563366670265,3.3215705869453016,44,50.0,53.0,49.0,49.0,54.57142857142857
2020-02-21,9686.44140625,0.8114275736580634,0,0.0698,0.8317,0.0964,0.0325,1412,-0.2585916411308786,-5.014884351152826,4.66302236506857,0.0226,0.0524,0.0303,0.0358333333333333,0.0402,7.253470382684528,-1.487349472875213,-0.8431310168561232,3.3090189723995205,44,44.0,50.0,53.0,46.0,51.857142857142854
2020-02-22,9663.181640625,-0.2401270461409255,1,0.0704,0.8217,0.1042,0.0423,543,0.8114275736580634,-0.2585916411308786,-5.014884351152826,0.0325,0.0226,0.0524,0.0324666666666666,0.0353571428571428,6.298949246855942,0.1042362954620871,-0.2918665513362968,2.981427622465586,43,44.0,44.0,50.0,43.666666666666664,48.857142857142854
2020-02-23,9924.515625,2.704430011708836,0,0.0717,0.8398,0.0885,0.0156,416,-0.2401270461409255,0.8114275736580634,-0.2585916411308786,0.0423,0.0325,0.0226,0.0301333333333333,0.0307,6.0330862217988015,1.091910179741992,0.0294633941560276,3.1893180323602364,46,43.0,44.0,44.0,44.333333333333336,47.0
2020-02-24,9650.1748046875,-2.7642741538078885,0,0.0755,0.8315,0.0915,0.0123,1338,2.704430011708836,-0.2401270461409255,0.8114275736580634,0.0156,0.0423,0.0325,0.0234,0.0297142857142857,7.199678345691172,-0.0999903960799919,-0.0141424631138644,3.230829129800692,46,46.0,43.0,44.0,45.0,46.57142857142857
2020-02-25,9341.705078125,-3.196519574056456,0,0.0682,0.8481,0.0829,0.0183,1285,-2.7642741538078885,2.704430011708836,-0.2401270461409255,0.0123,0.0156,0.0423,0.0153999999999999,0.0279999999999999,7.1592919047975645,-1.0854545720518354,-1.136934168703154,2.647532371319123,44,46.0,46.0,43.0,45.333333333333336,45.285714285714285
2020-02-26,8820.5224609375,-5.579095174048332,0,0.0743,0.8395,0.0863,0.015,1419,-3.196519574056456,-2.7642741538078885,2.704430011708836,0.0183,0.0123,0.0156,0.0152,0.0226571428571428,7.258412150595307,-3.8466296339708914,-1.217535714831083,2.790023490291683,41,44.0,46.0,46.0,43.666666666666664,44.0
2020-02-27,8784.494140625,-0.4084601617654115,0,0.077,0.8373,0.0834,0.0104,2192,-5.579095174048332,-3.196519574056456,-2.7642741538078885,0.015,0.0183,0.0123,0.0145666666666666,0.0209142857142857,7.693025748417888,-3.0613583032900658,-1.2389455034931591,2.782001896686575,39,41.0,44.0,46.0,41.333333333333336,43.285714285714285
2020-02-28,8672.455078125,-1.2754184897438958,0,0.0745,0.8337,0.0905,0.0171,2285,-0.4084601617654115,-5.579095174048332,-3.196519574056456,0.0104,0.015,0.0183,0.0141666666666666,0.0187142857142857,7.734558844354756,-2.420991275185879,-1.5370663696934392,2.633513985982026,40,39.0,41.0,44.0,40.0,42.714285714285715
2020-02-29,8599.5087890625,-0.8411261679117432,0,0.0835,0.8376,0.0772,-0.0159,1181,-1.2754184897438958,-0.4084601617654115,-5.579095174048332,0.0171,0.0104,0.015,0.0038666666666666,0.0103999999999999,7.074963197966044,-0.8416682731403496,-1.6229233870892703,2.593680031975288,38,40.0,39.0,41.0,39.0,42.0
2020-03-01,8562.4541015625,-0.4308930708592173,1,0.0725,0.8507,0.0748,-0.0061,979,-0.8411261679117432,-1.2754184897438958,-0.4084601617654115,-0.0159,0.0171,0.0104,-0.0016333333333333,0.0073,6.887552571664617,-0.8491459095049515,-2.0708266845989924,1.89972295957794,39,38.0,40.0,39.0,39.0,41.0
2020-03-02,8869.669921875,3.587941221856461,0,0.0953,0.8285,0.0751,-0.0321,1727,-0.4308930708592173,-0.8411261679117432,-1.2754184897438958,-0.0061,-0.0159,0.0171,-0.0180333333333333,0.0009571428571428,7.454719949364001,0.7719739943618341,-1.1633673452183708,2.8115858987725417,38,39.0,38.0,40.0,38.333333333333336,39.857142857142854
2020-03-03,8787.7861328125,-0.9231886844013548,0,0.0975,0.8121,0.0897,-0.0187,1695,3.587941221856461,-0.4308930708592173,-0.8411261679117432,-0.0321,-0.0061,-0.0159,-0.0189666666666666,-0.0043285714285714,7.436027816351848,0.7446198221986302,-0.8386057895533564,2.6650759502709755,38,38.0,39.0,38.0,38.333333333333336,39.0
2020-03-04,8755.24609375,-0.3702871072499114,1,0.0718,0.8358,0.0924,0.0156,1116,-0.9231886844013548,3.587941221856461,-0.4308930708592173,-0.0187,-0.0321,-0.0061,-0.0117333333333333,-0.0042428571428571,7.018401799069201,0.7648218100683989,-0.0944903514392963,1.657654327218815,40,38.0,38.0,39.0,38.666666666666664,38.857142857142854
2020-03-05,9078.7626953125,3.695117168590434,1,0.0735,0.8436,0.0821,-0.0044,1205,-0.3702871072499114,-0.9231886844013548,3.587941221856461,0.0156,-0.0187,-0.0321,-0.0025,-0.0063571428571428,7.095064377287131,0.8005471256463897,0.4917349814686816,2.1734701262708804,41,40.0,38.0,38.0,39.666666666666664,39.142857142857146
2020-03-06,9122.5458984375,0.4822595830994203,0,0.0636,0.8448,0.0916,0.025,1317,3.695117168590434,-0.3702871072499114,-0.9231886844013548,-0.0044,0.0156,-0.0187,0.0120666666666666,-0.0052285714285714,7.183870715062453,1.2690298814799814,0.7428318490177268,2.032229698010568,39,41.0,40.0,38.0,40.0,39.0
2020-03-07,8909.9541015625,-2.330399860322019,0,0.0788,0.8423,0.0789,-0.0067,820,0.4822595830994203,3.695117168590434,-0.3702871072499114,0.025,-0.0044,0.0156,0.0046333333333333,-0.0039142857142857,6.710523109452428,0.615658963789279,0.5300784643876874,2.2876016332268216,38,39.0,41.0,40.0,39.333333333333336,39.0
2020-03-08,8108.1162109375,-8.999349283790192,0,0.0839,0.8382,0.0719,-0.0275,665,-2.330399860322019,0.4822595830994203,3.695117168590434,-0.0067,0.025,-0.0044,-0.0030666666666666,-0.0069714285714285,6.501289670540389,-3.6158298536709297,-0.693986708888166,4.297225955413018,33,38.0,39.0,41.0,36.666666666666664,38.142857142857146
2020-03-09,7923.64453125,-2.275148442478603,0,0.0791,0.8274,0.0931,0.0111,2338,-8.999349283790192,-2.330399860322019,0.4822595830994203,-0.0275,-0.0067,0.025,-0.0077,-0.0008,7.757478766584179,-4.5349658621969375,-1.531570946650318,3.87408569014459,17,33.0,38.0,39.0,29.333333333333332,35.142857142857146
2020-03-10,7909.7294921875,-0.1756141256415655,1,0.083,0.8302,0.0868,-0.0006,1466,-2.275148442478603,-8.999349283790192,-2.330399860322019,0.0111,-0.0275,-0.0067,-0.0056666666666666,0.0017857142857142,7.290974778142981,-3.816703950636787,-1.424774581113205,3.9038419385069862,16,17.0,33.0,38.0,22.0,32.0
2020-03-11,7911.43017578125,0.0215011600008585,0,0.0746,0.8439,0.0787,0.0033,1421,-0.1756141256415655,-2.275148442478603,-8.999349283790192,-0.0006,0.0111,-0.0275,0.0045999999999999,2.8571428571428523e-05,7.259819610363186,-0.8097538027064366,-1.3688048286488097,3.924235226544995,17,16.0,17.0,33.0,16.666666666666668,28.714285714285715
2020-03-12,4970.7880859375,-37.16953856011708,1,0.0793,0.835,0.0836,0.0069,3228,0.0215011600008585,-0.1756141256415655,-2.275148442478603,0.0033,-0.0006,0.0111,0.0031999999999999,0.0016428571428571,8.079927770758275,-12.441217175252596,-7.20661278989274,13.600777856740187,14,17.0,16.0,17.0,15.666666666666666,24.857142857142858
2020-03-13,5563.70703125,11.928067241286833,0,0.0837,0.8331,0.0813,-0.0063,2710,-37.16953856011708,0.0215011600008585,-0.1756141256415655,0.0069,0.0033,-0.0006,0.0012999999999999,-0.0028285714285714,7.905072849498666,-8.406656719609797,-5.571497410151681,15.265369060078248,10,14.0,17.0,16.0,13.666666666666666,20.714285714285715
2020-03-14,5200.3662109375,-6.530552710121185,1,0.0854,0.8347,0.0792,-0.0133,1390,11.928067241286833,-37.16953856011708,0.0215011600008585,-0.0063,0.0069,0.0033,-0.0042333333333333,-0.0037714285714285,7.237778191923443,-10.590674676317144,-6.171519245837277,15.199143866021734,8,10.0,14.0,17.0,10.666666666666666,16.428571428571427
2020-03-15,5392.31494140625,3.6910617960912,0,0.087,0.8383,0.0733,-0.0217,1457,-6.530552710121185,11.928067241286833,-37.16953856011708,-0.0133,-0.0063,0.0069,-0.0137666666666666,-0.0029428571428571,7.284820912568604,3.029525442418949,-4.358603377282793,15.558229762304892,12,8.0,10.0,14.0,10.0,13.428571428571429
2020-03-16,5014.47998046875,-7.006915676163484,1,0.0719,0.8359,0.0891,0.0221,3359,3.6910617960912,-6.530552710121185,11.928067241286833,-0.0217,-0.0133,-0.0063,-0.0043,-0.0013714285714285,8.11969625295725,-3.28213553006449,-5.034570124952062,15.555413507197311,9,12.0,8.0,10.0,9.666666666666666,12.285714285714286
2020-03-17,5225.62939453125,4.210793838741411,1,0.0803,0.8411,0.0757,-0.0152,2067,-7.006915676163484,3.6910617960912,-6.530552710121185,0.0221,-0.0217,-0.0133,-0.0049333333333333,-0.0034571428571428,7.63433723562832,0.2983133195563757,-4.407940415754493,15.86896333597001,8,9.0,12.0,8.0,9.666666666666666,11.142857142857142
2020-03-18,5238.4384765625,0.2451203685560843,1,0.0787,0.8344,0.0853,0.0072,2514,4.210793838741411,-7.006915676163484,3.6910617960912,-0.0152,0.0221,-0.0217,0.0046999999999999,-0.0029,7.83002808253384,-0.8503338229553296,-4.375994814532318,15.879587854063674,11,8.0,9.0,12.0,9.333333333333334,10.285714285714286
2020-03-19,6191.19287109375,18.187755736638024,1,0.0787,0.8402,0.0811,0.001,1969,0.2451203685560843,4.210793838741411,-7.006915676163484,0.0072,-0.0152,0.0221,-0.0023333333333333,-0.0037428571428571,7.585788821732034,7.54788998131184,3.532190085004125,9.209582610833706,12,11.0,8.0,9.0,10.333333333333334,10.0
2020-03-20,6198.7783203125,0.1225199953657663,0,0.092,0.8347,0.0728,-0.0216,1936,18.187755736638024,0.2451203685560843,4.210793838741411,0.001,0.0072,-0.0152,-0.0044666666666666,-0.0059285714285714,7.5688956634069955,6.18513203351996,1.8456833355868305,8.466831687833391,9,12.0,11.0,8.0,10.666666666666666,9.857142857142858
2020-03-21,6185.06640625,-0.221203491300348,0,0.086,0.8343,0.0786,-0.0105,917,0.1225199953657663,18.187755736638024,0.2451203685560843,-0.0216,0.001,0.0072,-0.0103666666666666,-0.0055285714285714,6.822197390620491,6.0296907469011485,2.747018938275521,7.730322144663182,9,9.0,12.0,11.0,10.0,10.0
2020-03-22,5830.2548828125,-5.736583896317804,1,0.0846,0.8368,0.0786,-0.007,966,-0.221203491300348,0.1225199953657663,18.187755736638024,-0.0105,-0.0216,0.001,-0.0130333333333333,-0.0034285714285714,6.874198495453294,-1.9450891307507956,1.400212410788521,8.335969930987595,11,9.0,9.0,12.0,9.666666666666666,9.857142857142858
2020-03-23,6416.31494140625,10.052048673231171,1,0.0858,0.8419,0.0711,-0.0241,1683,-5.736583896317804,-0.221203491300348,0.1225199953657663,-0.007,-0.0105,-0.0216,-0.0138666666666666,-0.0100285714285714,7.428927194802272,1.3647537618710064,3.8372073178449,7.953324534898861,10,11.0,9.0,9.0,10.0,10.0
2020-03-24,6734.8037109375,4.963733427047878,0,0.0882,0.8316,0.0791,-0.0168,1746,10.052048673231171,-5.736583896317804,-0.221203491300348,-0.0241,-0.007,-0.0105,-0.0159666666666666,-0.0102571428571428,7.465655310134056,3.0930660679870816,3.944770116174396,7.9643029914903645,12,10.0,11.0,9.0,11.0,10.571428571428571
2020-03-25,6681.06298828125,-0.7979552925792555,1,0.0941,0.8171,0.0871,-0.0163,1751,4.963733427047878,10.052048673231171,-5.736583896317804,-0.0168,-0.0241,-0.007,-0.0190666666666666,-0.0136142857142857,7.468513271496337,4.739275602566599,3.795759307440776,8.054308777930846,13,12.0,10.0,11.0,11.666666666666666,10.857142857142858
2020-03-26,6716.4404296875,0.5295181540467819,0,0.0817,0.8329,0.0853,-0.003,1867,-0.7979552925792555,4.963733427047878,10.052048673231171,-0.0163,-0.0168,-0.0241,-0.0120333333333333,-0.0141857142857142,7.532623618788788,1.565098762838468,1.273153938499169,4.970334402964091,14,13.0,12.0,10.0,13.0,11.142857142857142
2020-03-27,6469.79833984375,-3.672214358569481,0,0.0831,0.8341,0.0821,-0.0071,1405,0.5295181540467819,-0.7979552925792555,4.963733427047878,-0.003,-0.0163,-0.0168,-0.0088,-0.0121142857142857,7.24850407237061,-1.3135504990339852,0.7310490307941337,5.311950512281815,12,14.0,13.0,12.0,13.0,11.571428571428571
2020-03-28,6242.19384765625,-3.517953423460129,0,0.0959,0.8267,0.0774,-0.0374,762,-3.672214358569481,0.5295181540467819,-0.7979552925792555,-0.0071,-0.003,-0.0163,-0.0158333333333333,-0.0159571428571428,6.637258031284457,-2.220216542660943,0.2600847547713079,5.551208502284011,8,12.0,14.0,13.0,11.333333333333334,11.428571428571429
2020-03-29,5922.04296875,-5.128819878390301,1,0.0925,0.8245,0.083,-0.0204,718,-3.517953423460129,-3.672214358569481,0.5295181540467819,-0.0374,-0.0071,-0.003,-0.0216333333333333,-0.0178714285714285,6.577861357721047,-4.106329220139971,0.3469081859038084,5.445533109683908,12,8.0,12.0,14.0,10.666666666666666,11.571428571428571
2020-03-30,6429.841796875,8.574723804008189,1,0.0849,0.8303,0.0839,-0.013,1058,-5.128819878390301,-3.517953423460129,-3.672214358569481,-0.0204,-0.0374,-0.0071,-0.0236,-0.0162857142857142,6.965080345601407,-0.0240164992807473,0.1358617760148108,5.018605366514594,10,12.0,8.0,12.0,10.0,11.571428571428571
2020-03-31,6438.64453125,0.1369043695488514,1,0.0866,0.831,0.0814,-0.0145,1069,8.574723804008189,-5.128819878390301,-3.517953423460129,-0.013,-0.0204,-0.0374,-0.0159666666666666,-0.0159571428571428,6.975413927455952,1.194269431722246,-0.5536852321993359,4.554882541867343,12,10.0,12.0,8.0,11.333333333333334,11.571428571428571
2020-04-01,6606.7763671875,2.6112924097839496,1,0.0781,0.8382,0.0838,-0.0025,1009,0.1369043695488514,8.574723804008189,-5.128819878390301,-0.0145,-0.013,-0.0204,-0.01,-0.0139857142857142,6.917705609835305,3.774306861113663,-0.0666498461474494,4.70423074055395,12,12.0,10.0,12.0,11.333333333333334,11.428571428571429
